Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año,Apropiación en precios corrientes (cifras en miles en millones de pesos)
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),124031000,,124031000,3202,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"0,12"
Transferencias corrientes,Sentencias y conciliaciones,,,160000000,,160000000,3202,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"0,16"
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,259800000,,259800000,3202,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"0,26"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,244200000,,244200000,3202,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"0,24"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Fortalecimiento de la gestión del conocimiento hidrológico, meteorológico y ambiental  nacional","1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",3767663026,,3767663026,3202,Inversión,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"3,77"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Fortalecimiento de la gestión del conocimiento hidrológico, meteorológico y ambiental  nacional","1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",,48921426,48921426,3202,Inversión,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"0,05"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Fortalecimiento del conocimiento e información para la conservación, recuperación y restauración ambiental  nacional","1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",11248506882,,11248506882,3202,Inversión,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"11,25"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Fortalecimiento del conocimiento e información para la conservación, recuperación y restauración ambiental  nacional","1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",,5833078574,5833078574,3202,Inversión,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"5,83"
Gestión de la información y el conocimiento ambiental,Intersubsectorial ambiente,"Fortalecimiento del conocimiento e información para la conservación, recuperación y restauración ambiental  nacional","1. ordenamiento del territorio alrededor del agua y justicia ambiental / b. democratización del conocimiento, la información ambiental y de riesgo de desastres",,1053910847,1053910847,3202,Inversión,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"1,05"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,"Mejoramiento de la capacidad institucional en infraestructura tecnológica y física, para el mejoramiento de la disponibilidad y divulgación de la información.  nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,14208904727,,14208904727,3202,Inversión,"Instituto de hidrología, meteorología y estudios ambientales - ideam",32,Ambiente y desarrollo sostenible,Autoridad nacional de licencias ambientales anla,320104,2024,"14,21"
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Transferir a la autoridad nacional de licencias ambientales anla. artículo 96 ley 633 de 2000,,92642798000,92642798000,3204,Funcionamiento,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"92,64"
Transferencias corrientes,Sentencias y conciliaciones,,,,100000000,100000000,3204,Funcionamiento,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"0,1"
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,1520064000,1520064000,3204,Funcionamiento,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"1,52"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Fortalecimiento de los procesos de la evaluación y el seguimiento de las licencias, permisos y tramites ambientales en el territorio nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / d. instrumentos de control y vigilancia ambiental para la resiliencia,,39299182363,39299182363,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"39,3"
Fortalecimiento del desempeño ambiental de los sectores productivos,Intersubsectorial ambiente,"Fortalecimiento de los procesos de la evaluación y el seguimiento de las licencias, permisos y tramites ambientales en el territorio nacional",1. ordenamiento del territorio alrededor del agua y justicia ambiental / d. instrumentos de control y vigilancia ambiental para la resiliencia,,31679120000,31679120000,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"31,68"
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Implementación de acciones de rehabilitación de cobertura vegetal en cinco (5) municipios del departamento del   meta,"4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",,9295379814,9295379814,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"9,3"
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Implementación de acciones de rehabilitación de cobertura vegetal en cinco (5) municipios del departamento del   meta,"4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",,2543749482,2543749482,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"2,54"
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Conservación y restauración en cuencas hidrográficas abastecedoras de acueductos municipales a nivel  nacional,"4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",,3215410000,3215410000,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"3,22"
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Fortalecimiento a la protección y al uso sostenible de las especies cites en el territorio   nacional,"4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",,150000000,150000000,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"0,15"
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Conservación de la diversidad biológica de las áreas protegidas del sinap  nacional,"4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",,34715169575,34715169575,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"34,72"
Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Conservación de la diversidad biológica de las áreas protegidas del sinap  nacional,"4. transformación productiva, internacionalización y acción clímatica / b. restauración participativa de ecosistemas, áreas protegidas y otras áreas ambientalmente estratégicas",,27619770583,27619770583,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"27,62"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento de la gestion institucional y tecnologica de la autoridad nacional de licencias ambientales en el territorio  nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,,24570915637,24570915637,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"24,57"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Mejoramiento de la infraestructura física en los parques nacionales naturales de colombia y sus áreas protegidas   nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,,4129920065,4129920065,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"4,13"
Fortalecimiento de la gestión y dirección del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Mejoramiento de la infraestructura física en los parques nacionales naturales de colombia y sus áreas protegidas   nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental / c. modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,,1870079935,1870079935,3204,Inversión,Fondo nacional ambiental,32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"1,87"
Gastos de personal,Planta de personal permanente,Salario,,1739129000,,1739129000,3208,Funcionamiento,Corporación autónoma regional de los valles del sinú y san jorge (cvs),32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"1,74"
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,654251000,,654251000,3208,Funcionamiento,Corporación autónoma regional de los valles del sinú y san jorge (cvs),32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"0,65"
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,294344000,,294344000,3208,Funcionamiento,Corporación autónoma regional de los valles del sinú y san jorge (cvs),32,Ambiente y desarrollo sostenible,Gestion general,320401,2024,"0,29"
