Cuenta,Subcuenta,Objeto/proyecto,Subproyecto,Aporte nacional,Recursos propios,Apropiación en precios corrientes,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Año
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,4939000000.0,,4939000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Personal supernumerario y planta temporal,Salario,,283000000.0,,283000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,118000000.0,,118000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,10000000.0,,10000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Adquisición de bienes  y servicios,,,,21336000000.0,,21336000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,5150000000.0,,5150000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),390000000.0,,390000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,343000000.0,,343000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,2000000.0,,2000000.0,4403,Funcionamiento,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Búsqueda humanitaria de personas dadas por desaparecidas en el contexto y en razón del conflicto armado en colombia.,Intersubsectorial gobierno,Implementación de acciones humanitarias y extrajudiciales de búsqueda de personas dadas por desaparecidas en razón y en contexto del conflicto armado colombiano nacional,2. seguridad humana y justicia social / a. fortalecimiento de la búsqueda de personas dadas por desaparecidas,36984617615.0,,36984617615.0,4403,Inversión,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
"Fortalecimiento de la gestión y dirección del sector sistema integral de verdad , justicia, reparación y no repetición",Intersubsectorial gobierno,Fortalecimiento de la unidad de busqueda de personas dadas por desaparecidas  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,22311321315.0,,22311321315.0,4403,Inversión,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
"Fortalecimiento de la gestión y dirección del sector sistema integral de verdad , justicia, reparación y no repetición",Intersubsectorial gobierno,Fortalecimiento de las capacidades tecnológicas de la unidad de búsqueda de personas dadas por desaparecidas nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,17098354950.0,,17098354950.0,4403,Inversión,Unidad de búsqueda de personas dadas por desaparecidas en el contexto y en razón del conflicto armado (ubpd),44.0,"Sistema integral de verdad, justicia, reparación y no repetición",Gestion general,440101,2024
Gastos de personal,Planta de personal permanente,Salario,,61898000000.0,,61898000000.0,4601,Funcionamiento,Ministerio de igualdad y equidad,46.0,Igualdad y equidad,Gestion general,460101,2024
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,21242000000.0,,21242000000.0,4601,Funcionamiento,Ministerio de igualdad y equidad,46.0,Igualdad y equidad,Gestion general,460101,2024
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,4315000000.0,,4315000000.0,4601,Funcionamiento,Ministerio de igualdad y equidad,46.0,Igualdad y equidad,Gestion general,460101,2024
Adquisición de bienes  y servicios,,,,13000000000.0,,13000000000.0,4601,Funcionamiento,Ministerio de igualdad y equidad,46.0,Igualdad y equidad,Gestion general,460101,2024
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Fondo para la superación de brechas de desigualdad poblacional e inequidad territorial (art. 72- ley 2294/2023,800000000000.0,,800000000000.0,4601,Funcionamiento,Ministerio de igualdad y equidad,46.0,Igualdad y equidad,Gestion general,460101,2024
Cierre de brechas de desigualdad e inequidad para el goce efectivo de derechos fundamentales de los sujetos de especial protección constitucional,Intersubsectorial desarrollo social,Fortalecimiento de las acciones que garanticen el goce efectivo del derecho a la igualdad de los sujetos de especial protección a nivel  nacional,"7. actores diferenciales para el cambio / 2. construcción de tejido social diverso, con garantía de derechos y sin discriminación",400000000000.0,,400000000000.0,4601,Inversión,Ministerio de igualdad y equidad,46.0,Igualdad y equidad,Gestion general,460101,2024
Gastos de personal,Planta de personal permanente,Salario,,,481354000000.0,481354000000.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,165942000000.0,165942000000.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,36743000000.0,36743000000.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,,131415000000.0,131415000000.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Adquisición de bienes  y servicios,,,,,46731961400.0,46731961400.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Adjudicación y liberación judicial,,1574952400.0,1574952400.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,,162454000000.0,162454000000.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),,98333664.0,98333664.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),,5502000000.0,5502000000.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Transferencias corrientes,Sentencias y conciliaciones,,,,6937250286.0,6937250286.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
Adquisición de activos financieros,Concesión de préstamos,A personas naturales,Préstamos por calamidad doméstica,,79730600.0,79730600.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,4690999000.0,4690999000.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,22565944200.0,22565944200.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Contribución nacional de valorización,,,454355200.0,454355200.0,4602,Funcionamiento,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
"Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes - sector igualdad y equidad",Intersubsectorial desarrollo social,"Protección de los niños, niñas y adolescentes en el marco del restablecimiento de sus derechos a nivel   nacional","7. actores diferenciales para el cambio / 6. creación del sistema nacional de justicia familiar para atender las vulneraciones de derechos que afectan a las niñas, niños y adolescentes",,273382137949.0,273382137949.0,4602,Inversión,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
"Desarrollo integral de la primera infancia a la juventud, y fortalecimiento de las capacidades de las familias de niñas, niños y adolescentes - sector igualdad y equidad",Intersubsectorial desarrollo social,Fortalecimiento de acciones de restablecimiento en administración de justicia a nivel   nacional,"7. actores diferenciales para el cambio / 6. creación del sistema nacional de justicia familiar para atender las vulneraciones de derechos que afectan a las niñas, niños y adolescentes",,57274875501.0,57274875501.0,4602,Inversión,Instituto colombiano de bienestar familiar (icbf),46.0,Igualdad y equidad,Gestion general,460101,2024
